Date,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2021-03-18,0.285268709852389,0.22686469924581698,0.2993993744811963,0.23919089540926441
2021-03-19,0.2855257890433254,0.2265296835220023,0.31543945886367525,0.23976509096671764
2021-03-22,0.28690852835587444,0.2311263522585521,0.3173238588130029,0.2511286843197432
2021-03-23,0.2943729994656517,0.2214324363734931,0.3166635544957814,0.24570501559139893
2021-03-24,0.29581275100839827,0.22553516931648307,0.32284770516685907,0.24425241792369354
2021-03-25,0.29289907417608707,0.22911862853360362,0.3326461871717124,0.2466691085252977
2021-03-26,0.2992112438552308,0.22880888412575578,0.30950473345560825,0.24672974110182208
2021-03-30,0.32409228761031855,0.24880860584398545,0.31334111699948186,0.2625450297146558
2021-03-31,0.3352076447594179,0.25226029610297585,0.31533991642937825,0.25879822653391465
2021-04-01,0.33425176699536246,0.24932349970636172,0.314092844166641,0.25730350268832475
2021-04-05,0.3344263707529671,0.2514739201579257,0.3145295131260752,0.26269054267228376
2021-04-06,0.3305129311935187,0.251044095845222,0.3141121313865234,0.2623942285548868
2021-04-07,0.3303624059102265,0.25256537893101294,0.31490795312825964,0.26229440466988757
2021-04-08,0.3303541010362366,0.24242287445369393,0.2983466131584023,0.23651865328113247
2021-04-09,0.329454150660552,0.2424324544136769,0.29934921332252457,0.23639326123389848
2021-04-12,0.3057304534534573,0.24622874408543305,0.31047047714921894,0.24520079902806732
2021-04-13,0.3172578590723437,0.2556699382103334,0.28590243289775247,0.2776145133286937
2021-04-15,0.3014517160776349,0.263333636054297,0.2779253389159388,0.2756840795206572
2021-04-16,0.29655158807855264,0.263183574121455,0.27657624854371343,0.2767615910767887
2021-04-19,0.29638883730652393,0.25061213221276246,0.2787425512737538,0.2689514612163578
2021-04-20,0.29460104755486993,0.23712457150659663,0.23749049525646584,0.2655050587949988
2021-04-22,0.2993669447098702,0.23518560896995738,0.23746575055254276,0.26660784253758035
2021-04-23,0.29755911588350387,0.23632127461104754,0.23707743340049828,0.2633235153821847
2021-04-26,0.2975276610882033,0.23354900952886545,0.2438763291808202,0.26354658738770975
2021-04-27,0.2940105181937135,0.23283142194934842,0.2589571231251887,0.2618433901973546
2021-04-28,0.30574767908284056,0.22809184426255455,0.2598268870314319,0.2614931971523571
2021-04-29,0.3057625327590063,0.22758718430469277,0.2584533942768126,0.26129490755235807
2021-04-30,0.3242773558250003,0.22760510418908972,0.2589382294905413,0.27207209503341606
2021-05-03,0.3234817742198969,0.2263766196620636,0.2630368302291824,0.2685922972086278
2021-05-04,0.3259645391198884,0.230904656988227,0.26311844749579594,0.26892642054841664
2021-05-05,0.3279689696410739,0.20791249299881642,0.25615722759230314,0.2626274699245528
2021-05-06,0.3274526255104516,0.21179721472653382,0.23118952667831782,0.26270398368356224
2021-05-07,0.32515904979554044,0.20478359252142253,0.2303506327348469,0.25236732167127435
2021-05-10,0.3186900856431236,0.20649906683636862,0.22635712593366727,0.2523516830363313
2021-05-11,0.3178436959685768,0.20402897208853213,0.22136220472110438,0.25246061177025736
2021-05-12,0.3167569324282333,0.199668092350804,0.20956134270801957,0.24894908086266127
2021-05-14,0.3114693333155593,0.20087277544257287,0.21326665124549818,0.2513849247666134
2021-05-17,0.3074895789951408,0.17046525892999873,0.2097563432727809,0.23567515725526977
2021-05-18,0.29757978804339985,0.1691442539119927,0.211094986066075,0.2356996677539688
2021-05-19,0.2994747136910941,0.16450338021244199,0.20966939414264044,0.23554246962173966
2021-05-20,0.2948589465657456,0.1547033301867118,0.2060720483241589,0.22473081443513948
